from,from_name,from_lat,from_lon,to,to_name,to_lat,to_lon,year,value
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1990,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1991,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1992,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1993,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1994,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1995,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1996,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1997,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1998,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,1999,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2000,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2001,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2002,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2003,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2004,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2005,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2006,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2007,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2008,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2009,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2010,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2011,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2012,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2013,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2014,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2015,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2016,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2017,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2018,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2019,0
TOTAL,Total,0,0,ALB,Albania,41.153332,20.168331,2020,0
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1990,208797
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1991,204599
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1992,204274
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1993,215218
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1994,199367
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1995,254571
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1996,262866
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1997,241012
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1998,248898
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,1999,243872
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2000,247538
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2001,250658
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2002,260885
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2003,325261
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2004,339684
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2005,373822.001
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2006,409720.063
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2007,379606.065
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2008,388691.067
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2009,407906.069
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2010,474049
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2011,510952.999
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2012,541127.998
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2013,396670.999
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2014,388129.243
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2015,456859.409
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2016,557057.893
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2017,536865
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2018,503400.001
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2019,547204
TOTAL,Total,0,0,AUT,Austria,47.516231,14.550072,2020,636210
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2014,7063
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2015,8254
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2016,8592
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2017,9292
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2018,9261
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2019,8745
TOTAL,Total,0,0,BIH,Bosnia and Herzegovina,43.915886,17.679076,2020,7977
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1990,382255
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1991,402887
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1992,425078
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1993,440441
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1994,454803
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1995,484665
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1996,552602
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1997,524752
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1998,578325
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,1999,627007
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2000,617685
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2001,610993
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2002,635134
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2003,662591
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2004,677290
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2005,689306
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2006,699213
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2007,693125
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2008,720653
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2009,836911
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2010,909253
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2011,830375
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2012,709784
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2013,714074
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2014,627508.6
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2015,710627.3
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2016,692530.8
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2017,678308.7
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2018,755349.2
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2019,894029
TOTAL,Total,0,0,BEL,Belgium,50.503887,3.469936,2020,832496.4
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1990,252614
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1991,209228
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1992,188931
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1993,175690
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1994,173913
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1995,212258
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1996,220040
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1997,179192
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1998,145145
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,1999,128240
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2000,127563
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2001,127044
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2002,116222
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2003,109593
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2004,111129
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2005,114340
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2006,121355
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2007,128088
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2008,130460
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2009,99130
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2010,99133
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2011,105337
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2012,95029
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2013,103540
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2014,103460
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2015,117186
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2016,120650
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2017,126672.523
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2018,120455.3
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2019,114340.926
TOTAL,Total,0,0,BGR,Bulgaria,42.733883,25.48583,2020,113216.607
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1990,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1991,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1992,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1993,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1994,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1995,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1996,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1997,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1998,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,1999,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2000,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2001,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2002,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2003,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2004,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2005,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2006,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2007,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2008,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2009,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2010,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2011,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2012,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2013,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2014,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2015,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2016,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2017,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2018,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2019,0
TOTAL,Total,0,0,CYP,Cyprus,35.126413,33.429859,2020,0
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1990,222627
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1991,256209
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1992,254451
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1993,264378
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1994,270496
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1995,298871
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1996,351241
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1997,354110
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1998,354193
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,1999,346211
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2000,348100
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2001,359894
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2002,368354
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2003,360045
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2004,333350
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2005,353726
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2006,372152
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2007,317899
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2008,330143
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2009,330292
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2010,324541
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2011,355528
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2012,284123
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2013,324154
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2014,276915
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2015,286767
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2016,312387
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2017,341211
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2018,307193.654
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2019,365476.39
TOTAL,Total,0,0,CZE,Czechia,49.817492,15.472962,2020,291223.427
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1990,1985817
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1991,2063657
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1992,2115799
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1993,2265243
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1994,2375961
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1995,2573617
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1996,2919984
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1997,2845235
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1998,2760192
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,1999,2865234
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2000,2841697
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2001,2951423
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2002,3063709
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2003,3273685
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2004,3525341
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2005,3670436
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2006,3627582
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2007,3376370
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2008,3538495
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2009,3417555
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2010,3665881
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2011,3495078
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2012,3446585
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2013,3812138
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2014,3504877
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2015,3996950
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2016,3796620
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2017,4453882.005
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2018,3281120.277
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2019,3520264.903
TOTAL,Total,0,0,DEU,Germany,48.91603664,10.16177296,2020,3092272.826
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1990,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1991,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1992,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1993,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1994,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1995,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1996,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1997,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1998,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,1999,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2000,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2001,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2002,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2003,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2004,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2005,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2006,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2007,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2008,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2009,0
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2010,6328
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2011,34967
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2012,38228
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2013,55984
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2014,26024.012
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2015,27567.281
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2016,28510.896
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2017,21678.041
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2018,16184.222
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2019,46506.113
TOTAL,Total,0,0,DNK,Denmark,56.26392,9.501785,2020,103034.296
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1990,56861
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1991,57095
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1992,33381
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1993,16546
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1994,23763
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1995,27098
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1996,29884
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1997,29038
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1998,27560
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,1999,26790
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2000,30797
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2001,33050
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2002,27714
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2003,31635
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2004,36032
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2005,37201
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2006,37595
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2007,37372
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2008,35844
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2009,24429
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2010,26168
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2011,23413
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2012,25372
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2013,25814
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2014,20262
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2015,18164
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2016,19923
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2017,19555
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2018,20014
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2019,18642
TOTAL,Total,0,0,EST,Estonia,58.595272,25.013607,2020,17202
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1990,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1991,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1992,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1993,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1994,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1995,0
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1996,357
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1997,6017
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1998,32111
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,1999,56575
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2000,78551
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2001,77680
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2002,81622
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2003,93138
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2004,101125
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2005,108495
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2006,126604
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2007,155138
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2008,163122
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2009,137835
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2010,150292
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2011,184847
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2012,170908
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2013,150477
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2014,114747
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2015,124377
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2016,161072
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2017,196549.692
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2018,192807.45
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2019,207357.66
TOTAL,Total,0,0,GRC,Greece,39.074208,21.824312,2020,232184.513
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1990,171653
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1991,204584
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1992,225149
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1993,236828
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1994,301891
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1995,349881
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1996,386809
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1997,536854
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1998,560924
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,1999,646766
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2000,719516
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2001,736262
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2002,880596
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2003,984756
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2004,1145112
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2005,1407156
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2006,1472224
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2007,1465575
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2008,1641119
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2009,1478110
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2010,1486539
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2011,1436483
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2012,1419084
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2013,1436380
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2014,1472594
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2015,1311020
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2016,1311571
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2017,1401449
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2018,1409177
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2019,1506011
TOTAL,Total,0,0,ESP,Spain,40.463667,-3.74922,2020,1314814
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1990,101546
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1991,107331
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1992,111241
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1993,115511
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1994,127720
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1995,132093
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1996,138037
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1997,135221
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1998,155171
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,1999,155283
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2000,159584
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2001,172861
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2002,171783
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2003,190461
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2004,184222
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2005,167783
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2006,180742
