from,from_name,from_lat,from_lon,to,to_name,to_lat,to_lon,year,value
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2017,136324.626
QAT,Qatar,33.22192915,42.9431289,POL,Poland,51.919438,19.145136,2017,60732.364
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,2017,4489.179
USA,United States of America,53.80463093,-16.35109482,POL,Poland,51.919438,19.145136,2017,3625.52
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1993,216873
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1993,836
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,1993,157
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1994,231196
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1994,1306
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,1994,79
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1995,268924
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1995,1406
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,1995,1102
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,1995,38
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1996,266179
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,1996,24477
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1996,3871
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,1996,38
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1997,251969
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,1997,48270
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1997,7442
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,1997,38
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2012,372876
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2012,71889
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,2012,22453
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2018,373635.041
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2018,113281.065
QAT,Qatar,33.22192915,42.9431289,POL,Poland,51.919438,19.145136,2018,90363.756
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,2018,14066.55
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2018,13493.126
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2019,368960.796
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2019,150778.059
QAT,Qatar,33.22192915,42.9431289,POL,Poland,51.919438,19.145136,2019,90284.836
USA,United States of America,53.80463093,-16.35109482,POL,Poland,51.919438,19.145136,2019,36933.261
CZE,Czechia,49.817492,15.472962,POL,Poland,51.919438,19.145136,2019,17664.16
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2020,368988.573
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2020,138753.644
QAT,Qatar,33.22192915,42.9431289,POL,Poland,51.919438,19.145136,2020,90040.512
USA,United States of America,53.80463093,-16.35109482,POL,Poland,51.919438,19.145136,2020,38872.157
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2020,13396.868
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1998,288997
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1998,12798
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1999,227696
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,1999,45478
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,1999,17872
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2000,250404
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2000,40024
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2000,17808
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2000,681
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2001,279591
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2001,28634
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2001,16312
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2001,10961
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2002,268899
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2002,19766
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2002,16147
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2002,7578
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2003,275629
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2003,27525
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2003,19555
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2003,16769
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2003,11129
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2004,236370
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2004,96662
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2004,19376
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2004,15586
TKM,Turkmenistan,42.01169297,50.65611392,POL,Poland,51.919438,19.145136,2004,11473
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2005,262629
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2005,57583
KAZ,Kazakhstan,48.82552167,55.91012779,POL,Poland,51.919438,19.145136,2005,36107
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2005,19426
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2005,14145
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2006,286175
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2006,93040
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2006,20360
NOR,Norway,60.472024,8.468946,POL,Poland,51.919438,19.145136,2006,14453
TKM,Turkmenistan,42.01169297,50.65611392,POL,Poland,51.919438,19.145136,2006,1549
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2007,260533
UZB,Uzbekistan,45.8448318,50.13857227,POL,Poland,51.919438,19.145136,2007,92049
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2007,32679
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2007,166
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2008,295677
TKM,Turkmenistan,42.01169297,50.65611392,POL,Poland,51.919438,19.145136,2008,95693
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2008,34384
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2008,191
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2009,311174
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2009,41341
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2009,203
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2010,371296
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2010,43050
UKR,Ukraine,48.379433,31.16558,POL,Poland,51.919438,19.145136,2010,237
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,2011,384337
DEU,Germany,48.91603664,10.16177296,POL,Poland,51.919438,19.145136,2011,65203
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1990,315104
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1991,265645
RUS,Russia,55.7558,37.6173,POL,Poland,51.919438,19.145136,1992,248080
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1995,298569
SVK,Slovakia,48.669026,19.699024,CZE,Czechia,49.817492,15.472962,1995,227
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,1995,75
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1997,321489
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,1997,26649
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,1997,5972
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1998,312568
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,1998,31806
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,1998,9819
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1999,283092
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,1999,54048
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,1999,9071
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2000,272765
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2000,74957
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,2000,378
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2002,268981
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2002,99335
DEU,Germany,48.91603664,10.16177296,CZE,Czechia,49.817492,15.472962,2002,38
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2001,270950
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2001,88944
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2003,265394
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2003,94651
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2004,245182
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2004,88168
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2005,269065
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2005,84661
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2006,276264
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2006,95888
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2007,249564
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2007,68335
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2008,251402
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2008,78741
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2009,216002
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2009,114290
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2010,284231
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2010,40310
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2011,344849
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2011,10679
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2012,284013
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2012,110
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2013,324002
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2013,152
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2014,250213
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2014,26702
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2015,286235
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2015,532
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2016,312307
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2016,80
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2017,338432
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2017,2779
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2018,305672.14
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2018,1521.514
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2019,364495.271
NOR,Norway,60.472024,8.468946,CZE,Czechia,49.817492,15.472962,2019,981.119
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1990,222627
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1991,256209
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1992,254451
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1993,263918
SVK,Slovakia,48.669026,19.699024,CZE,Czechia,49.817492,15.472962,1993,460
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1994,266814
SVK,Slovakia,48.669026,19.699024,CZE,Czechia,49.817492,15.472962,1994,3682
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,1996,351241
RUS,Russia,55.7558,37.6173,CZE,Czechia,49.817492,15.472962,2020,291223.427
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2010,6328
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2011,19630
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2011,15337
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2012,27622
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2012,10606
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2013,40956
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2013,15028
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2014,19524.554
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2014,6499.458
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2015,22762.652
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2015,4729.897
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2016,20245.968
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2016,8216.623
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2017,17376.279
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2017,4229.867
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2018,12061.654
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2018,4074.492
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2019,40479.543
NOR,Norway,60.472024,8.468946,DNK,Denmark,56.26392,9.501785,2019,5945.132
DEU,Germany,48.91603664,10.16177296,DNK,Denmark,56.26392,9.501785,2020,102953.057
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1997,237585
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,1997,17800
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,1997,15648
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1998,267523
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,1998,41292
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,1998,13059
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1999,291587
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,1999,24085
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,1999,15551
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2000,298951
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2000,27201
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2000,15640
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2001,319474
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2001,27124
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2001,15609
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2002,362278
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2002,27011
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2002,15663
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2003,419493
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2003,27285
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2003,15618
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2004,347748
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2004,27577
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2004,15783
KAZ,Kazakhstan,48.82552167,55.91012779,HUN,Hungary,47.162494,19.503304,2004,15012
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2004,13988
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2005,335020
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2005,64160
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2005,27152
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2005,15420
KAZ,Kazakhstan,48.82552167,55.91012779,HUN,Hungary,47.162494,19.503304,2005,8481
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2006,351905
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2006,29845
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2006,26605
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2006,15380
UZB,Uzbekistan,45.8448318,50.13857227,HUN,Hungary,47.162494,19.503304,2006,14547
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2007,300491
UZB,Uzbekistan,45.8448318,50.13857227,HUN,Hungary,47.162494,19.503304,2007,54361
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2007,18144
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2007,16430
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2007,5457
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2008,336571
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2008,74024
UZB,Uzbekistan,45.8448318,50.13857227,HUN,Hungary,47.162494,19.503304,2008,17276
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2008,5269
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2008,684
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2009,303996
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2009,24800
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2009,14643
TKM,Turkmenistan,42.01169297,50.65611392,HUN,Hungary,47.162494,19.503304,2009,9708
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2010,346390
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2010,16835
DEU,Germany,48.91603664,10.16177296,HUN,Hungary,47.162494,19.503304,2010,4867
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2011,304406
FRA,France,46.227638,2.213749,HUN,Hungary,47.162494,19.503304,2011,2573
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1990,241444
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1991,231275
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1992,191344
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1993,221831
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1994,210120
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1995,257342
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,1996,337982
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2012,307515
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2013,299089
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2014,328641
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2015,250873
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2016,319314
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2017,493356
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2018,469421
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2019,688546
RUS,Russia,55.7558,37.6173,HUN,Hungary,47.162494,19.503304,2020,450167
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2007,236839
DEU,Germany,48.91603664,10.16177296,SVK,Slovakia,48.669026,19.699024,2007,1828
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1990,249025
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1991,198870
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1992,222888
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1993,198105
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1994,203710
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1995,210880
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1996,235501
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1997,240167
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1998,249140
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,1999,243945
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2000,265484
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2001,263569
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2002,273122
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2003,256076
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2004,264166
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2005,281273
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2006,264567
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2008,238647
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2009,222395
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2010,232724
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2011,226185
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2012,184190
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2013,202729
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2014,184049
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2015,171542
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2016,166252
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2017,171897
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2018,169857
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2019,259722
RUS,Russia,55.7558,37.6173,SVK,Slovakia,48.669026,19.699024,2020,143086
RUS,Russia,55.7558,37.6173,LIE,Liechtenstein,47.166,9.555373,2020,452.2
NOR,Norway,60.472024,8.468946,LIE,Liechtenstein,47.166,9.555373,2020,230.9
DZA,Algeria,36.7538,3.0588,LIE,Liechtenstein,47.166,9.555373,2020,28.9
RUS,Russia,55.7558,37.6173,LIE,Liechtenstein,47.166,9.555373,2017,488
NOR,Norway,60.472024,8.468946,LIE,Liechtenstein,47.166,9.555373,2017,259
NLD,Netherlands,52.132633,5.291266,LIE,Liechtenstein,47.166,9.555373,2017,204
RUS,Russia,55.7558,37.6173,LIE,Liechtenstein,47.166,9.555373,2019,529
NOR,Norway,60.472024,8.468946,LIE,Liechtenstein,47.166,9.555373,2019,269
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2020,66458
EST,Estonia,58.595272,25.013607,FIN,Finland,61.92411,25.748151,2020,30467
LTU,Lithuania,55.169438,23.881275,FIN,Finland,61.92411,25.748151,2020,1377
NOR,Norway,60.472024,8.468946,FIN,Finland,61.92411,25.748151,2020,278
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2019,96626
NOR,Norway,60.472024,8.468946,FIN,Finland,61.92411,25.748151,2019,2169
NLD,Netherlands,52.132633,5.291266,FIN,Finland,61.92411,25.748151,2019,383
LTU,Lithuania,55.169438,23.881275,FIN,Finland,61.92411,25.748151,2019,375
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2018,99146
NOR,Norway,60.472024,8.468946,FIN,Finland,61.92411,25.748151,2018,1328
NLD,Netherlands,52.132633,5.291266,FIN,Finland,61.92411,25.748151,2018,887
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1990,101546
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1991,107331
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1992,111241
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1993,115511
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1994,127720
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1995,132093
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1996,138037
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1997,135221
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1998,155171
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,1999,155283
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2000,159584
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2001,172861
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2002,171783
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2003,190461
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2004,184222
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2005,167783
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2006,180742
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2007,173583
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2008,179672
RUS,Russia,55.7558,37.6173,FIN,Finland,61.92411,25.748151,2009,162064
