COUNTRY,YEAR,PRODUCT,VALUE
ALB,2009,Solid fossil fuels,100.5
ALB,2010,Solid fossil fuels,110.9
ALB,2011,Solid fossil fuels,138.974
ALB,2012,Solid fossil fuels,77.225
ALB,2013,Solid fossil fuels,67.005
ALB,2014,Solid fossil fuels,86.449
ALB,2015,Solid fossil fuels,94.089
ALB,2016,Solid fossil fuels,49.941
ALB,2017,Solid fossil fuels,123.149
ALB,2018,Solid fossil fuels,239.094
ALB,2019,Solid fossil fuels,123.502
ALB,2020,Solid fossil fuels,150.666
AUT,2009,Solid fossil fuels,2868.802
AUT,2010,Solid fossil fuels,3383.533
AUT,2011,Solid fossil fuels,3482.458
AUT,2012,Solid fossil fuels,3245.066
AUT,2013,Solid fossil fuels,3316.827
AUT,2014,Solid fossil fuels,3049.524
AUT,2015,Solid fossil fuels,3225.201
AUT,2016,Solid fossil fuels,3013.647
AUT,2017,Solid fossil fuels,3108.778
AUT,2018,Solid fossil fuels,2739.549
AUT,2019,Solid fossil fuels,2885.071
AUT,2020,Solid fossil fuels,2471.505
BIH,2014,Solid fossil fuels,3657.915
BIH,2015,Solid fossil fuels,3615.414
BIH,2016,Solid fossil fuels,4111.803
BIH,2017,Solid fossil fuels,4188.714
BIH,2018,Solid fossil fuels,4230.078
BIH,2019,Solid fossil fuels,3908.08
BIH,2020,Solid fossil fuels,4009.674
BEL,2009,Solid fossil fuels,3135.275
BEL,2010,Solid fossil fuels,3787.179
BEL,2011,Solid fossil fuels,3505.124
BEL,2012,Solid fossil fuels,3235.666
BEL,2013,Solid fossil fuels,3563.085
BEL,2014,Solid fossil fuels,3476.418
BEL,2015,Solid fossil fuels,3424.933
BEL,2016,Solid fossil fuels,3155.214
BEL,2017,Solid fossil fuels,3058.755
BEL,2018,Solid fossil fuels,3069.768
BEL,2019,Solid fossil fuels,3039.945
BEL,2020,Solid fossil fuels,2351.567
BGR,2009,Solid fossil fuels,6415.859
BGR,2010,Solid fossil fuels,6938.197
BGR,2011,Solid fossil fuels,8093.68
BGR,2012,Solid fossil fuels,6915
BGR,2013,Solid fossil fuels,5946.623
BGR,2014,Solid fossil fuels,6357.28
BGR,2015,Solid fossil fuels,6607.404
BGR,2016,Solid fossil fuels,5698.588
BGR,2017,Solid fossil fuels,6122.761
BGR,2018,Solid fossil fuels,5633.718
BGR,2019,Solid fossil fuels,5248.812
BGR,2020,Solid fossil fuels,4282.891
CYP,2009,Solid fossil fuels,14.559
CYP,2010,Solid fossil fuels,16.779
CYP,2011,Solid fossil fuels,7.46
CYP,2012,Solid fossil fuels,0.124
CYP,2013,Solid fossil fuels,0.124
CYP,2014,Solid fossil fuels,2.218
CYP,2015,Solid fossil fuels,3.679
CYP,2016,Solid fossil fuels,0
CYP,2017,Solid fossil fuels,2.98
CYP,2018,Solid fossil fuels,13.614
CYP,2019,Solid fossil fuels,17.199
CYP,2020,Solid fossil fuels,14.004
CZE,2009,Solid fossil fuels,17608.418
CZE,2010,Solid fossil fuels,18846.975
CZE,2011,Solid fossil fuels,18300.811
CZE,2012,Solid fossil fuels,17283.113
CZE,2013,Solid fossil fuels,17276.269
CZE,2014,Solid fossil fuels,15972.076
CZE,2015,Solid fossil fuels,16394.61
CZE,2016,Solid fossil fuels,16553.885
CZE,2017,Solid fossil fuels,15837.627
CZE,2018,Solid fossil fuels,15815.285
CZE,2019,Solid fossil fuels,14201.11
CZE,2020,Solid fossil fuels,12188.634
DEU,2009,Solid fossil fuels,72071.598
DEU,2010,Solid fossil fuels,79075.728
DEU,2011,Solid fossil fuels,77965.871
DEU,2012,Solid fossil fuels,79918.633
DEU,2013,Solid fossil fuels,81561.127
DEU,2014,Solid fossil fuels,79604.753
DEU,2015,Solid fossil fuels,79414.733
DEU,2016,Solid fossil fuels,77130.836
DEU,2017,Solid fossil fuels,71308.498
DEU,2018,Solid fossil fuels,69738.592
DEU,2019,Solid fossil fuels,56465.035
DEU,2020,Solid fossil fuels,44595.681
DNK,2009,Solid fossil fuels,4003.471
DNK,2010,Solid fossil fuels,3808.941
DNK,2011,Solid fossil fuels,3234.475
DNK,2012,Solid fossil fuels,2467.764
DNK,2013,Solid fossil fuels,3173.545
DNK,2014,Solid fossil fuels,2533.67
DNK,2015,Solid fossil fuels,1817.65
DNK,2016,Solid fossil fuels,2004.774
DNK,2017,Solid fossil fuels,1535.847
DNK,2018,Solid fossil fuels,1562.979
DNK,2019,Solid fossil fuels,872.696
DNK,2020,Solid fossil fuels,712.25
EST,2009,Solid fossil fuels,44.185
EST,2010,Solid fossil fuels,23.94
EST,2011,Solid fossil fuels,29.079
EST,2012,Solid fossil fuels,24.464
EST,2013,Solid fossil fuels,27.993
EST,2014,Solid fossil fuels,33.582
EST,2015,Solid fossil fuels,13.36
EST,2016,Solid fossil fuels,8.659
EST,2017,Solid fossil fuels,12.289
EST,2018,Solid fossil fuels,16.743
EST,2019,Solid fossil fuels,14.129
EST,2020,Solid fossil fuels,-2.726
GRC,2009,Solid fossil fuels,8425.257
GRC,2010,Solid fossil fuels,7863.033
GRC,2011,Solid fossil fuels,7886.86
GRC,2012,Solid fossil fuels,8134.842
GRC,2013,Solid fossil fuels,6981.004
GRC,2014,Solid fossil fuels,6687.083
GRC,2015,Solid fossil fuels,5606.374
GRC,2016,Solid fossil fuels,4369.484
GRC,2017,Solid fossil fuels,4816.635
GRC,2018,Solid fossil fuels,4564.069
GRC,2019,Solid fossil fuels,3196.088
GRC,2020,Solid fossil fuels,1830.92
ESP,2009,Solid fossil fuels,9665.228
ESP,2010,Solid fossil fuels,7281.087
ESP,2011,Solid fossil fuels,12716.137
ESP,2012,Solid fossil fuels,15518.743
ESP,2013,Solid fossil fuels,11447.726
ESP,2014,Solid fossil fuels,11568.18
ESP,2015,Solid fossil fuels,13583.196
ESP,2016,Solid fossil fuels,10836.007
ESP,2017,Solid fossil fuels,12907.895
ESP,2018,Solid fossil fuels,11521.899
ESP,2019,Solid fossil fuels,5071.746
ESP,2020,Solid fossil fuels,3099.844
FIN,2009,Solid fossil fuels,3535.801
FIN,2010,Solid fossil fuels,4586.783
FIN,2011,Solid fossil fuels,3948.281
FIN,2012,Solid fossil fuels,2994.989
FIN,2013,Solid fossil fuels,3787.742
FIN,2014,Solid fossil fuels,3070.445
FIN,2015,Solid fossil fuels,2735.995
FIN,2016,Solid fossil fuels,2959.28
FIN,2017,Solid fossil fuels,2840.599
FIN,2018,Solid fossil fuels,2739.702
FIN,2019,Solid fossil fuels,2131.032
FIN,2020,Solid fossil fuels,1840.438
FRA,2009,Solid fossil fuels,11116.82
FRA,2010,Solid fossil fuels,11962.119
FRA,2011,Solid fossil fuels,11279.263
FRA,2012,Solid fossil fuels,12526.685
FRA,2013,Solid fossil fuels,13244.766
FRA,2014,Solid fossil fuels,9845.648
FRA,2015,Solid fossil fuels,9326.745
FRA,2016,Solid fossil fuels,9111.639
FRA,2017,Solid fossil fuels,9921.502
FRA,2018,Solid fossil fuels,9132.124
FRA,2019,Solid fossil fuels,7328.58
FRA,2020,Solid fossil fuels,5298.894
GEO,2013,Solid fossil fuels,315.223
GEO,2014,Solid fossil fuels,290.868
GEO,2015,Solid fossil fuels,271.769
GEO,2016,Solid fossil fuels,261.649
GEO,2017,Solid fossil fuels,291.568
GEO,2018,Solid fossil fuels,302.559
GEO,2019,Solid fossil fuels,241.17
GEO,2020,Solid fossil fuels,213.048
HRV,2009,Solid fossil fuels,506.723
HRV,2010,Solid fossil fuels,682.699
HRV,2011,Solid fossil fuels,702.722
HRV,2012,Solid fossil fuels,631.278
HRV,2013,Solid fossil fuels,675.106
HRV,2014,Solid fossil fuels,646.682
HRV,2015,Solid fossil fuels,605.788
HRV,2016,Solid fossil fuels,651.006
HRV,2017,Solid fossil fuels,392.335
HRV,2018,Solid fossil fuels,366.355
HRV,2019,Solid fossil fuels,418.431
HRV,2020,Solid fossil fuels,361.191
HUN,2009,Solid fossil fuels,2559.692
HUN,2010,Solid fossil fuels,2703.315
HUN,2011,Solid fossil fuels,2708.427
HUN,2012,Solid fossil fuels,2604.277
HUN,2013,Solid fossil fuels,2265.987
HUN,2014,Solid fossil fuels,2208.787
HUN,2015,Solid fossil fuels,2359.386
HUN,2016,Solid fossil fuels,2189.208
HUN,2017,Solid fossil fuels,2235.03
HUN,2018,Solid fossil fuels,2133.421
HUN,2019,Solid fossil fuels,1829.302
HUN,2020,Solid fossil fuels,1683.004
IRL,2009,Solid fossil fuels,1145.248
IRL,2010,Solid fossil fuels,1233.085
IRL,2011,Solid fossil fuels,1223.247
IRL,2012,Solid fossil fuels,1484.982
IRL,2013,Solid fossil fuels,1306.47
IRL,2014,Solid fossil fuels,1250.53
IRL,2015,Solid fossil fuels,1467.004
IRL,2016,Solid fossil fuels,1448.239
IRL,2017,Solid fossil fuels,1146.596
IRL,2018,Solid fossil fuels,787.532
IRL,2019,Solid fossil fuels,391.623
IRL,2020,Solid fossil fuels,445.757
ISL,2009,Solid fossil fuels,85.403
ISL,2010,Solid fossil fuels,90.126
ISL,2011,Solid fossil fuels,90.73
ISL,2012,Solid fossil fuels,92.641
ISL,2013,Solid fossil fuels,97.595
ISL,2014,Solid fossil fuels,86.743
ISL,2015,Solid fossil fuels,93.004
ISL,2016,Solid fossil fuels,96.872
ISL,2017,Solid fossil fuels,97.303
ISL,2018,Solid fossil fuels,112.57
ISL,2019,Solid fossil fuels,106.207
ISL,2020,Solid fossil fuels,92.877
ITA,2009,Solid fossil fuels,12368.336
ITA,2010,Solid fossil fuels,13673.981
ITA,2011,Solid fossil fuels,15331.374
ITA,2012,Solid fossil fuels,15714.641
ITA,2013,Solid fossil fuels,13536.181
ITA,2014,Solid fossil fuels,13058.829
ITA,2015,Solid fossil fuels,12299.68
ITA,2016,Solid fossil fuels,10983.003
ITA,2017,Solid fossil fuels,9341.797
ITA,2018,Solid fossil fuels,8538.161
ITA,2019,Solid fossil fuels,6480.37
ITA,2020,Solid fossil fuels,5094.549
LTU,2009,Solid fossil fuels,144.76
LTU,2010,Solid fossil fuels,182.001
LTU,2011,Solid fossil fuels,210.41
LTU,2012,Solid fossil fuels,200.168
LTU,2013,Solid fossil fuels,227.067
LTU,2014,Solid fossil fuels,195.934
LTU,2015,Solid fossil fuels,160.293
LTU,2016,Solid fossil fuels,159.335
LTU,2017,Solid fossil fuels,163.209
LTU,2018,Solid fossil fuels,172.912
LTU,2019,Solid fossil fuels,169.367
LTU,2020,Solid fossil fuels,134.591
LUX,2009,Solid fossil fuels,66.908
LUX,2010,Solid fossil fuels,65.576
LUX,2011,Solid fossil fuels,59.128
LUX,2012,Solid fossil fuels,54.824
LUX,2013,Solid fossil fuels,52.562
LUX,2014,Solid fossil fuels,52.088
LUX,2015,Solid fossil fuels,49.215
LUX,2016,Solid fossil fuels,50.93
LUX,2017,Solid fossil fuels,47.116
LUX,2018,Solid fossil fuels,41.76
LUX,2019,Solid fossil fuels,45.757
LUX,2020,Solid fossil fuels,38.442
LVA,2009,Solid fossil fuels,84.612
LVA,2010,Solid fossil fuels,106.504
LVA,2011,Solid fossil fuels,109.635
LVA,2012,Solid fossil fuels,90.975
LVA,2013,Solid fossil fuels,70.895
LVA,2014,Solid fossil fuels,58.864
LVA,2015,Solid fossil fuels,46.258
LVA,2016,Solid fossil fuels,40.313
LVA,2017,Solid fossil fuels,40.385
LVA,2018,Solid fossil fuels,45.233
LVA,2019,Solid fossil fuels,39.281
LVA,2020,Solid fossil fuels,22.966
MDA,2010,Solid fossil fuels,114.138
MDA,2011,Solid fossil fuels,118.986
MDA,2012,Solid fossil fuels,108.526
MDA,2013,Solid fossil fuels,146.996
MDA,2014,Solid fossil fuels,92.673
MDA,2015,Solid fossil fuels,97.075
MDA,2016,Solid fossil fuels,71.73
MDA,2017,Solid fossil fuels,101.397
MDA,2018,Solid fossil fuels,82.784
MDA,2019,Solid fossil fuels,101.683
MDA,2020,Solid fossil fuels,77.531
MNE,2009,Solid fossil fuels,206.281
MNE,2010,Solid fossil fuels,419.716
MNE,2011,Solid fossil fuels,424.336
MNE,2012,Solid fossil fuels,381
MNE,2013,Solid fossil fuels,367.802
MNE,2014,Solid fossil fuels,358.563
MNE,2015,Solid fossil fuels,378.361
MNE,2016,Solid fossil fuels,308.296
MNE,2017,Solid fossil fuels,314.093
MNE,2018,Solid fossil fuels,356.401
MNE,2019,Solid fossil fuels,368.408
MNE,2020,Solid fossil fuels,382.947
MKD,2009,Solid fossil fuels,1338.372
MKD,2010,Solid fossil fuels,1304.849
MKD,2011,Solid fossil fuels,1459.78
MKD,2012,Solid fossil fuels,1397.659
MKD,2013,Solid fossil fuels,1162.993
MKD,2014,Solid fossil fuels,1083.575
MKD,2015,Solid fossil fuels,948.274
MKD,2016,Solid fossil fuels,880.256
MKD,2017,Solid fossil fuels,972.347
MKD,2018,Solid fossil fuels,840.246
MKD,2019,Solid fossil fuels,1038.561
MKD,2020,Solid fossil fuels,758.418
MLT,2009,Solid fossil fuels,0
MLT,2010,Solid fossil fuels,0
MLT,2011,Solid fossil fuels,0
MLT,2012,Solid fossil fuels,0
MLT,2013,Solid fossil fuels,0
MLT,2014,Solid fossil fuels,0
MLT,2015,Solid fossil fuels,0
MLT,2016,Solid fossil fuels,0
MLT,2017,Solid fossil fuels,0
MLT,2018,Solid fossil fuels,0
MLT,2019,Solid fossil fuels,0
MLT,2020,Solid fossil fuels,0
NLD,2009,Solid fossil fuels,7461.87
NLD,2010,Solid fossil fuels,7541.217
NLD,2011,Solid fossil fuels,7439.357
NLD,2012,Solid fossil fuels,8152.076
NLD,2013,Solid fossil fuels,8124.7
NLD,2014,Solid fossil fuels,9006.792
NLD,2015,Solid fossil fuels,11072.387
NLD,2016,Solid fossil fuels,10274.718
NLD,2017,Solid fossil fuels,9215.706
NLD,2018,Solid fossil fuels,8279.165
NLD,2019,Solid fossil fuels,6423.872
NLD,2020,Solid fossil fuels,4110.084
NOR,2009,Solid fossil fuels,561.211
NOR,2010,Solid fossil fuels,763.139
NOR,2011,Solid fossil fuels,846.178
NOR,2012,Solid fossil fuels,816.456
NOR,2013,Solid fossil fuels,775.182
NOR,2014,Solid fossil fuels,850.024
NOR,2015,Solid fossil fuels,820.897
NOR,2016,Solid fossil fuels,757.636
NOR,2017,Solid fossil fuels,847.705
NOR,2018,Solid fossil fuels,823.223
NOR,2019,Solid fossil fuels,801.166
NOR,2020,Solid fossil fuels,823.727
POL,2009,Solid fossil fuels,51172.61
POL,2010,Solid fossil fuels,55222.218
POL,2011,Solid fossil fuels,54638.924
POL,2012,Solid fossil fuels,50261.754
POL,2013,Solid fossil fuels,53190.541
POL,2014,Solid fossil fuels,49272.847
POL,2015,Solid fossil fuels,48374.764
POL,2016,Solid fossil fuels,49536.845
POL,2017,Solid fossil fuels,49671.831
POL,2018,Solid fossil fuels,49250.079
POL,2019,Solid fossil fuels,43840.905
POL,2020,Solid fossil fuels,40914.707
PRT,2009,Solid fossil fuels,2861.156
PRT,2010,Solid fossil fuels,1657.624
PRT,2011,Solid fossil fuels,2208.385
PRT,2012,Solid fossil fuels,2934.351
PRT,2013,Solid fossil fuels,2650.161
PRT,2014,Solid fossil fuels,2680.395
PRT,2015,Solid fossil fuels,3258.283
PRT,2016,Solid fossil fuels,2846.447
PRT,2017,Solid fossil fuels,3227.148
PRT,2018,Solid fossil fuels,2696.205
PRT,2019,Solid fossil fuels,1248.145
PRT,2020,Solid fossil fuels,565.735
ROU,2009,Solid fossil fuels,7519.507
ROU,2010,Solid fossil fuels,6948.709
ROU,2011,Solid fossil fuels,8092.644
ROU,2012,Solid fossil fuels,7560.015
ROU,2013,Solid fossil fuels,5708.308
ROU,2014,Solid fossil fuels,5727.532
ROU,2015,Solid fossil fuels,5892.232
ROU,2016,Solid fossil fuels,5277.933
ROU,2017,Solid fossil fuels,5388.666
ROU,2018,Solid fossil fuels,5046.953
ROU,2019,Solid fossil fuels,4893.433
ROU,2020,Solid fossil fuels,3481.925
SRB,2009,Solid fossil fuels,8018.74
SRB,2010,Solid fossil fuels,7752.569
SRB,2011,Solid fossil fuels,8758.448
SRB,2012,Solid fossil fuels,7621.41
SRB,2013,Solid fossil fuels,7909.813
SRB,2014,Solid fossil fuels,6261.011
SRB,2015,Solid fossil fuels,7739.946
SRB,2016,Solid fossil fuels,7917.648
SRB,2017,Solid fossil fuels,7872.652
SRB,2018,Solid fossil fuels,7548.933
SRB,2019,Solid fossil fuels,7506.634
SRB,2020,Solid fossil fuels,7901.5
SWE,2009,Solid fossil fuels,1583.081
SWE,2010,Solid fossil fuels,2139.284
SWE,2011,Solid fossil fuels,2159.931
SWE,2012,Solid fossil fuels,1940.82
SWE,2013,Solid fossil fuels,1986.522
SWE,2014,Solid fossil fuels,1932.97
SWE,2015,Solid fossil fuels,1980.216
SWE,2016,Solid fossil fuels,1906.102
SWE,2017,Solid fossil fuels,1910.165
SWE,2018,Solid fossil fuels,2011.338
SWE,2019,Solid fossil fuels,1857.815
SWE,2020,Solid fossil fuels,1453.487
SVN,2009,Solid fossil fuels,1427.021
SVN,2010,Solid fossil fuels,1453.379
SVN,2011,Solid fossil fuels,1464.658
SVN,2012,Solid fossil fuels,1392.884
SVN,2013,Solid fossil fuels,1351.998
SVN,2014,Solid fossil fuels,1048.665
SVN,2015,Solid fossil fuels,1067.887
SVN,2016,Solid fossil fuels,1147.378
SVN,2017,Solid fossil fuels,1140.425
SVN,2018,Solid fossil fuels,1131.466
SVN,2019,Solid fossil fuels,1066.221
SVN,2020,Solid fossil fuels,1018.083
SVK,2009,Solid fossil fuels,3872.845
SVK,2010,Solid fossil fuels,3897.234
SVK,2011,Solid fossil fuels,3703.541
SVK,2012,Solid fossil fuels,3476.952
SVK,2013,Solid fossil fuels,3450.677
SVK,2014,Solid fossil fuels,3424.027
SVK,2015,Solid fossil fuels,3279.036
SVK,2016,Solid fossil fuels,3222.08
SVK,2017,Solid fossil fuels,3376.789
SVK,2018,Solid fossil fuels,3339.007
SVK,2019,Solid fossil fuels,2729.946
SVK,2020,Solid fossil fuels,2304.985
TUR,2009,Solid fossil fuels,30391.843
TUR,2010,Solid fossil fuels,31094.639
TUR,2011,Solid fossil fuels,33100.442
TUR,2012,Solid fossil fuels,34668.155
TUR,2013,Solid fossil fuels,29819.98
TUR,2014,Solid fossil fuels,33884.132
TUR,2015,Solid fossil fuels,34597.909
TUR,2016,Solid fossil fuels,37870.214
TUR,2017,Solid fossil fuels,40091.015
TUR,2018,Solid fossil fuels,40824.691
TUR,2019,Solid fossil fuels,41823.118
TUR,2020,Solid fossil fuels,39694.515
UKR,2009,Solid fossil fuels,35746.794
UKR,2010,Solid fossil fuels,38130.913
UKR,2011,Solid fossil fuels,41382.985
UKR,2012,Solid fossil fuels,42448.739
UKR,2013,Solid fossil fuels,41508.77
UKR,2014,Solid fossil fuels,35508.976
UKR,2015,Solid fossil fuels,29994.798
UKR,2016,Solid fossil fuels,29588.829
UKR,2017,Solid fossil fuels,25636.938
UKR,2018,Solid fossil fuels,27957.212
UKR,2019,Solid fossil fuels,25985.907
UKR,2020,Solid fossil fuels,22780.559
GBR,2009,Solid fossil fuels,29149.568
GBR,2010,Solid fossil fuels,31873.87
GBR,2011,Solid fossil fuels,30888.983
GBR,2012,Solid fossil fuels,39325.92
GBR,2013,Solid fossil fuels,36933.112
GBR,2014,Solid fossil fuels,29588.08
GBR,2015,Solid fossil fuels,24669.916
GBR,2016,Solid fossil fuels,12636.952
GBR,2017,Solid fossil fuels,10145.578
GBR,2018,Solid fossil fuels,8190.303
GBR,2019,Solid fossil fuels,5872.59
KOS,2009,Solid fossil fuels,1585.114
KOS,2010,Solid fossil fuels,1674.643
KOS,2011,Solid fossil fuels,1622.899
KOS,2012,Solid fossil fuels,1532.123
KOS,2013,Solid fossil fuels,1555.56
KOS,2014,Solid fossil fuels,1355.198
KOS,2015,Solid fossil fuels,1557.613
KOS,2016,Solid fossil fuels,1687.894
KOS,2017,Solid fossil fuels,1418.006
KOS,2018,Solid fossil fuels,1434.162
KOS,2019,Solid fossil fuels,1504.638
KOS,2020,Solid fossil fuels,1543.645
ALB,2009,Manufactured gases,0
ALB,2010,Manufactured gases,0
ALB,2011,Manufactured gases,0
ALB,2012,Manufactured gases,0
ALB,2013,Manufactured gases,0
ALB,2014,Manufactured gases,0
ALB,2015,Manufactured gases,0
ALB,2016,Manufactured gases,0
ALB,2017,Manufactured gases,0
ALB,2018,Manufactured gases,0
ALB,2019,Manufactured gases,0
ALB,2020,Manufactured gases,0
AUT,2009,Manufactured gases,0
AUT,2010,Manufactured gases,0
AUT,2011,Manufactured gases,0
AUT,2012,Manufactured gases,0
AUT,2013,Manufactured gases,0
AUT,2014,Manufactured gases,0
AUT,2015,Manufactured gases,0
AUT,2016,Manufactured gases,0
AUT,2017,Manufactured gases,0
AUT,2018,Manufactured gases,0
AUT,2019,Manufactured gases,0
AUT,2020,Manufactured gases,0
BIH,2014,Manufactured gases,0
BIH,2015,Manufactured gases,0
BIH,2016,Manufactured gases,0
BIH,2017,Manufactured gases,0
BIH,2018,Manufactured gases,0
BIH,2019,Manufactured gases,0
BIH,2020,Manufactured gases,0
BEL,2009,Manufactured gases,0
BEL,2010,Manufactured gases,0
BEL,2011,Manufactured gases,0
BEL,2012,Manufactured gases,0
BEL,2013,Manufactured gases,0
BEL,2014,Manufactured gases,0
BEL,2015,Manufactured gases,0
BEL,2016,Manufactured gases,0
BEL,2017,Manufactured gases,0
BEL,2018,Manufactured gases,0
BEL,2019,Manufactured gases,0
BEL,2020,Manufactured gases,0
BGR,2009,Manufactured gases,0
BGR,2010,Manufactured gases,0
BGR,2011,Manufactured gases,0
BGR,2012,Manufactured gases,0
BGR,2013,Manufactured gases,0
BGR,2014,Manufactured gases,0
BGR,2015,Manufactured gases,0
BGR,2016,Manufactured gases,0
BGR,2017,Manufactured gases,0
BGR,2018,Manufactured gases,0
BGR,2019,Manufactured gases,0
BGR,2020,Manufactured gases,0
CYP,2009,Manufactured gases,0
CYP,2010,Manufactured gases,0
CYP,2011,Manufactured gases,0
CYP,2012,Manufactured gases,0
CYP,2013,Manufactured gases,0
CYP,2014,Manufactured gases,0
CYP,2015,Manufactured gases,0
CYP,2016,Manufactured gases,0
CYP,2017,Manufactured gases,0
CYP,2018,Manufactured gases,0
CYP,2019,Manufactured gases,0
CYP,2020,Manufactured gases,0
CZE,2009,Manufactured gases,0
CZE,2010,Manufactured gases,0
CZE,2011,Manufactured gases,0
CZE,2012,Manufactured gases,0
CZE,2013,Manufactured gases,0
CZE,2014,Manufactured gases,0
CZE,2015,Manufactured gases,0
CZE,2016,Manufactured gases,0
CZE,2017,Manufactured gases,0
CZE,2018,Manufactured gases,0
CZE,2019,Manufactured gases,0
CZE,2020,Manufactured gases,0
DEU,2009,Manufactured gases,0
DEU,2010,Manufactured gases,0
DEU,2011,Manufactured gases,0
DEU,2012,Manufactured gases,0
DEU,2013,Manufactured gases,0
DEU,2014,Manufactured gases,0
DEU,2015,Manufactured gases,0
DEU,2016,Manufactured gases,0
DEU,2017,Manufactured gases,0
DEU,2018,Manufactured gases,0
DEU,2019,Manufactured gases,0
DEU,2020,Manufactured gases,0
DNK,2009,Manufactured gases,0
DNK,2010,Manufactured gases,0
DNK,2011,Manufactured gases,0
DNK,2012,Manufactured gases,0
DNK,2013,Manufactured gases,0
DNK,2014,Manufactured gases,0
DNK,2015,Manufactured gases,0
DNK,2016,Manufactured gases,0
DNK,2017,Manufactured gases,0
DNK,2018,Manufactured gases,0
DNK,2019,Manufactured gases,0
DNK,2020,Manufactured gases,0
EST,2009,Manufactured gases,0
EST,2010,Manufactured gases,0
EST,2011,Manufactured gases,0
EST,2012,Manufactured gases,0
EST,2013,Manufactured gases,0
EST,2014,Manufactured gases,0
EST,2015,Manufactured gases,0
EST,2016,Manufactured gases,0
EST,2017,Manufactured gases,0
EST,2018,Manufactured gases,0
EST,2019,Manufactured gases,0
EST,2020,Manufactured gases,0
GRC,2009,Manufactured gases,0
GRC,2010,Manufactured gases,0
GRC,2011,Manufactured gases,0
GRC,2012,Manufactured gases,0
GRC,2013,Manufactured gases,0
GRC,2014,Manufactured gases,0
GRC,2015,Manufactured gases,0
GRC,2016,Manufactured gases,0
GRC,2017,Manufactured gases,0
GRC,2018,Manufactured gases,0
GRC,2019,Manufactured gases,0
GRC,2020,Manufactured gases,0
ESP,2009,Manufactured gases,0
ESP,2010,Manufactured gases,0
ESP,2011,Manufactured gases,0
ESP,2012,Manufactured gases,0
ESP,2013,Manufactured gases,0
ESP,2014,Manufactured gases,0
ESP,2015,Manufactured gases,0
ESP,2016,Manufactured gases,0
ESP,2017,Manufactured gases,0
ESP,2018,Manufactured gases,0
ESP,2019,Manufactured gases,0
ESP,2020,Manufactured gases,0
FIN,2009,Manufactured gases,0
FIN,2010,Manufactured gases,0
FIN,2011,Manufactured gases,0
FIN,2012,Manufactured gases,0
FIN,2013,Manufactured gases,0
FIN,2014,Manufactured gases,0
FIN,2015,Manufactured gases,0
FIN,2016,Manufactured gases,0
FIN,2017,Manufactured gases,0
FIN,2018,Manufactured gases,0
FIN,2019,Manufactured gases,0
FIN,2020,Manufactured gases,0
FRA,2009,Manufactured gases,0
FRA,2010,Manufactured gases,0
FRA,2011,Manufactured gases,0
FRA,2012,Manufactured gases,0
FRA,2013,Manufactured gases,0
FRA,2014,Manufactured gases,0
FRA,2015,Manufactured gases,0
FRA,2016,Manufactured gases,0
FRA,2017,Manufactured gases,0
FRA,2018,Manufactured gases,0
FRA,2019,Manufactured gases,0
FRA,2020,Manufactured gases,0
GEO,2013,Manufactured gases,0
GEO,2014,Manufactured gases,0
GEO,2015,Manufactured gases,0
GEO,2016,Manufactured gases,0
GEO,2017,Manufactured gases,0
GEO,2018,Manufactured gases,0
GEO,2019,Manufactured gases,0
GEO,2020,Manufactured gases,0
HRV,2009,Manufactured gases,0
HRV,2010,Manufactured gases,0
HRV,2011,Manufactured gases,0
HRV,2012,Manufactured gases,0
HRV,2013,Manufactured gases,0
HRV,2014,Manufactured gases,0
HRV,2015,Manufactured gases,0
HRV,2016,Manufactured gases,0
HRV,2017,Manufactured gases,0
HRV,2018,Manufactured gases,0
HRV,2019,Manufactured gases,0
HRV,2020,Manufactured gases,0
HUN,2009,Manufactured gases,0
HUN,2010,Manufactured gases,0
HUN,2011,Manufactured gases,0
HUN,2012,Manufactured gases,0
HUN,2013,Manufactured gases,0
HUN,2014,Manufactured gases,0
HUN,2015,Manufactured gases,0
HUN,2016,Manufactured gases,0
HUN,2017,Manufactured gases,0
HUN,2018,Manufactured gases,0
HUN,2019,Manufactured gases,0
HUN,2020,Manufactured gases,0
IRL,2009,Manufactured gases,0
IRL,2010,Manufactured gases,0
IRL,2011,Manufactured gases,0
IRL,2012,Manufactured gases,0
IRL,2013,Manufactured gases,0
IRL,2014,Manufactured gases,0
IRL,2015,Manufactured gases,0
IRL,2016,Manufactured gases,0
IRL,2017,Manufactured gases,0
IRL,2018,Manufactured gases,0
IRL,2019,Manufactured gases,0
IRL,2020,Manufactured gases,0
ISL,2009,Manufactured gases,0
ISL,2010,Manufactured gases,0
ISL,2011,Manufactured gases,0
ISL,2012,Manufactured gases,0
ISL,2013,Manufactured gases,0
ISL,2014,Manufactured gases,0
ISL,2015,Manufactured gases,0
ISL,2016,Manufactured gases,0
ISL,2017,Manufactured gases,0
ISL,2018,Manufactured gases,0
ISL,2019,Manufactured gases,0
ISL,2020,Manufactured gases,0
ITA,2009,Manufactured gases,0
ITA,2010,Manufactured gases,0
ITA,2011,Manufactured gases,0
ITA,2012,Manufactured gases,0
ITA,2013,Manufactured gases,0
ITA,2014,Manufactured gases,0
ITA,2015,Manufactured gases,0
ITA,2016,Manufactured gases,0
ITA,2017,Manufactured gases,0
